Days,Room
MoTuWeThFr 9:00am - 4:00pm,TBA
MoWe 10:30am - 12:00pm,TBA
TBA,TBA
Th 1:00pm - 3:00pm,-
TBA,TBA
MoWe 1:00pm - 2:30pm,-
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
Th 12:00pm - 12:50pm,TBA
Tu 12:00pm - 2:30pm,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TuTh 3:30pm - 4:50pm,Wilson Hall 301
Fr 3:00pm - 5:00pm,Chemistry Bldg 402
Fr 3:00pm - 5:00pm,Chemistry Bldg 402
Mo 2:00pm - 4:30pm,Chemistry Bldg Room 324
Mo 2:00pm - 4:30pm,Chemistry Bldg Room 326
Mo 2:00pm - 4:30pm,Chemistry Bldg Room 328
Mo 5:30pm - 8:00pm,Chemistry Bldg Room 324
Mo 5:30pm - 8:00pm,Chemistry Bldg Room 326
Mo 5:30pm - 8:00pm,Chemistry Bldg Room 328
Tu 10:00am - 12:30pm,Chemistry Bldg Room 324
Tu 10:00am - 12:30pm,Chemistry Bldg Room 326
Tu 10:00am - 12:30pm,Chemistry Bldg Room 328
Tu 2:00pm - 4:30pm,Chemistry Bldg Room 324
Tu 2:00pm - 4:30pm,Chemistry Bldg Room 326
Tu 2:00pm - 4:30pm,Chemistry Bldg Room 328
Tu 5:30pm - 8:00pm,Chemistry Bldg Room 324
Tu 5:30pm - 8:00pm,Chemistry Bldg Room 326
Tu 5:30pm - 8:00pm,Chemistry Bldg Room 328
We 10:00am - 12:30pm,Chemistry Bldg Room 324
We 10:00am - 12:30pm,Chemistry Bldg Room 326
We 10:00am - 12:30pm,Chemistry Bldg Room 328
We 2:00pm - 4:30pm,Chemistry Bldg Room 324
We 2:00pm - 4:30pm,Chemistry Bldg Room 326
We 2:00pm - 4:30pm,Chemistry Bldg Room 328
We 5:30pm - 8:00pm,Chemistry Bldg Room 324
We 5:30pm - 8:00pm,Chemistry Bldg Room 326
We 5:30pm - 8:00pm,Chemistry Bldg Room 328
Th 10:00am - 12:30pm,Chemistry Bldg Room 324
Th 10:00am - 12:30pm,Chemistry Bldg Room 326
Th 10:00am - 12:30pm,Chemistry Bldg Room 328
Th 2:00pm - 4:30pm,Chemistry Bldg Room 324
Th 2:00pm - 4:30pm,Chemistry Bldg Room 326
Th 2:00pm - 4:30pm,Chemistry Bldg Room 328
Th 5:30pm - 8:00pm,Chemistry Bldg Room 324
Th 5:30pm - 8:00pm,Chemistry Bldg Room 326
Th 5:30pm - 8:00pm,Chemistry Bldg Room 328
We 4:00pm - 6:00pm,Chemistry Bldg 402
Mo 7:15pm - 9:30pm,Chemistry Bldg 402
TuTh 3:30pm - 4:45pm,Wilson Hall 402
We 6:30pm - 8:30pm,Chemistry Bldg 402
TuTh 9:30am - 10:45am,Wilson Hall 402
TuTh 3:30pm - 4:45pm,Chemistry Bldg 402
Mo 2:00pm - 5:00pm,Chemistry Bldg Room 248
Tu 9:00am - 12:00pm,Chemistry Bldg Room 248
We 2:00pm - 5:00pm,Chemistry Bldg Room 248
Th 9:00am - 12:00pm,Chemistry Bldg Room 248
Mo 9:00am - 12:00pm,Chemistry Bldg Room 246
Tu 6:00pm - 9:00pm,Chemistry Bldg Room 248
We 6:00pm - 9:00pm,Chemistry Bldg Room 248
Th 6:00pm - 9:00pm,Chemistry Bldg Room 248
Mo 6:00pm - 9:00pm,Chemistry Bldg Room 248
Mo 2:00pm - 5:00pm,Chemistry Bldg Room 246
Mo 6:00pm - 9:00pm,Chemistry Bldg Room 246
Tu 9:00am - 12:00pm,Chemistry Bldg Room 246
Tu 6:00pm - 9:00pm,Chemistry Bldg Room 246
We 9:00am - 12:00pm,Chemistry Bldg Room 246
We 2:00pm - 5:00pm,Chemistry Bldg Room 246
We 6:00pm - 9:00pm,Chemistry Bldg Room 246
Th 9:00am - 12:00pm,Chemistry Bldg Room 246
Th 6:00pm - 9:00pm,Chemistry Bldg Room 246
MoWe 2:00pm - 3:15pm,Clark Hall 108
TuTh 9:30am - 10:45am,Clark Hall G004
Th 1:00pm - 4:00pm,Chemistry Bldg Room 244
We 9:00am - 12:00pm,Mechanical Engr Bldg 213
We 2:00pm - 3:00pm,Chemistry Bldg Room 426
Th 2:00pm - 3:00pm,Chemistry Bldg Room 426
TuTh 12:30pm - 1:45pm,Dell 1 105
TuTh 11:00am - 12:15pm,Dell 1 105
TuTh 11:00am - 12:15pm,Clark Hall G004
Th 1:00pm - 5:15pm,Chemistry Bldg Room 334
Fr 1:00pm - 5:15pm,Chemistry Bldg Room 334
TuTh 12:30pm - 1:45pm,Dell 2 101
Tu 1:00pm - 4:00pm,Chemistry Bldg Room 334
TuTh 12:30pm - 1:45pm,Clark Hall G004
Th 3:00pm - 5:00pm,Contact Department
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
MoWe 12:00pm - 2:00pm,Contact Department
We 9:00am - 12:00pm,Mechanical Engr Bldg 213
We 5:00pm - 7:30pm,Dell 1 104
TBA,TBA
Tu 11:30am - 1:00pm,Contact Department
Tu 3:30pm - 5:20pm,Dell 1 104
MoWe 12:00pm - 1:50pm,New Cabell Hall 187
Fr 10:00am - 12:00pm,Contact Department
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
MoTh 9:00am - 10:30am,TBA
TBA,TBA
TBA,TBA
MoTh 9:00am - 10:30am,TBA
TuTh 3:30pm - 5:00pm,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TuTh 3:30pm - 4:45pm,Thornton Hall A120
TuTh 2:00pm - 3:15pm,Thornton Hall A120
TuTh 9:30am - 10:45am,PINN Hall 1014
TuTh 12:30pm - 1:45pm,Biomed Engr & Med Sci 1041
TuTh 11:00am - 12:15pm,PINN Hall 1014
TuTh 9:30am - 10:45am,Biomed Engr & Med Sci 1041
Mo 11:00am - 11:50am,PINN Hall 1005
Tu 2:00pm - 6:00pm,Thornton Hall Room A006
We 2:00pm - 6:00pm,Thornton Hall Room A006
Th 2:00pm - 6:00pm,Thornton Hall Room A006
TuTh 12:30pm - 1:45pm,Olsson Hall 011
TuTh 11:00am - 12:15pm,Biomed Engr & Med Sci 1041
TuTh 9:30am - 10:45am,PINN Hall 1005
MoWe 3:30pm - 4:45pm,Biomed Engr & Med Sci 1041
MoWe 12:30pm - 1:45pm,PINN Hall 1005
MoWe 12:30pm - 1:45pm,Biomed Engr & Med Sci 1041
Fr 9:00am - 12:00pm,Biomed Engr & Med Sci 1041
MoWe 2:00pm - 3:15pm,Biomed Engr & Med Sci 1041
TuTh 11:00am - 12:15pm,Biomed Engr & Med Sci 2005
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
MoWe 9:30am - 10:45am,Biomed Engr & Med Sci 1041
MoWe 11:00am - 12:15pm,Biomed Engr & Med Sci 1041
TBA,TBA
Tu 4:00pm - 6:30pm,Biomed Engr & Med Sci 1041
TuTh 11:00am - 12:15pm,Biomed Engr & Med Sci 2005
TuTh 9:30am - 10:45am,Biomed Engr & Med Sci 2005
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
We 2:00pm - 2:50pm,Drama Education Bldg 217
TBA,TBA
TuTh 12:30pm - 1:45pm,Thornton Hall E316
MoWe 11:00am - 12:15pm,Olsson Hall 009
TuTh 11:00am - 12:15pm,Olsson Hall 120
MoWeFr 9:00am - 9:50am,Mechanical Engr Bldg 205
Th 2:00pm - 4:30pm,Mechanical Engineering 305
TuTh 2:00pm - 3:15pm,Thornton Hall D222
TuTh 11:00am - 12:15pm,Mechanical Engr Bldg 339
MoWe 2:00pm - 3:15pm,Thornton Hall D222
TuTh 9:30am - 10:45am,Olsson Hall 009
Th 2:00pm - 3:50pm,Thornton Hall D008
Fr 9:00am - 10:50am,Thornton Hall D008
Fr 11:00am - 12:50pm,Thornton Hall D008
TBA,TBA
Tu 2:00pm - 4:30pm,Mechanical Engineering 305
MoWe 5:00pm - 6:15pm,Olsson Hall 120
TuTh 12:30pm - 1:45pm,Mechanical Engr Bldg 213
MoWeFr 11:00am - 11:50am,Mechanical Engr Bldg 214
We 6:00pm - 8:30pm,Campbell Hall 158
TuTh 9:30am - 10:45am,Rice Hall 340
MoWe 12:00pm - 12:50pm,Thornton Hall E304
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TuTh 9:30am - 10:45am,Mechanical Engr Bldg 214
TBA,TBA
MoWe 8:30am - 9:45am,Thornton Hall D115
TBA,TBA
TuTh 11:00am - 12:15pm,Mechanical Engineering 305
TBA,TBA
TuTh 11:00am - 12:15pm,John W. Warner Hall 115
MoWe 2:00pm - 3:15pm,Jesser Hall 171
TBA,TBA
TuWe 5:00pm - 6:15pm,Mechanical Engineering 305
TBA,TBA
TuTh 2:00pm - 3:15pm,Mechanical Engr Bldg 215
TuTh 12:30pm - 1:45pm,Jesser Hall 171
TBA,TBA
TuTh 12:30pm - 1:45pm,Mechanical Engr Bldg 213
MoWe 11:00am - 12:15pm,Rice Hall 340
We 6:00pm - 8:30pm,Campbell Hall 158
TuTh 9:30am - 10:45am,Rice Hall 340
TBA,TBA
Th 2:00pm - 4:30pm,Mechanical Engineering 305
MoWeFr 11:00am - 11:50am,Mechanical Engr Bldg 214
TBA,TBA
TBA,TBA
WeFr 9:30am - 10:45am,Mechanical Engineering 305
TBA,TBA
MoWe 2:00pm - 3:15pm,Mechanical Engr Bldg 339
MoWe 3:30pm - 4:45pm,Mechanical Engineering 305
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
Fr 2:00pm - 3:30pm,Contact Department
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
Th 1:00pm - 2:00pm,TBA
MoFr 10:30am - 12:00pm,TBA
Tu 9:00am - 12:00pm,-
We 9:00am - 12:00pm,-
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
MoWeFr 1:00pm - 1:50pm,Chemical Engineering Bldg 005
Th 5:00pm - 5:50pm,Chemical Engineering Bldg 005
TuTh 9:30am - 10:45am,Olsson Hall 005
Tu 2:00pm - 2:50pm,Chemical Engineering Bldg 005
MoWeFr 10:00am - 10:50am,Chemical Engineering Bldg 005
MoWe 2:00pm - 3:15pm,Chemical Engineering Bldg 005
MoWeFr 11:00am - 11:50am,Thornton Hall D222
TuTh 12:30pm - 1:45pm,Thornton Hall D115
MoWe 9:00am - 9:50am,Chemical Engineering Bldg 005
We 8:00am - 8:50am,Chemical Engineering Bldg 005
We 1:00pm - 1:50pm,Mechanical Engr Bldg 339
Tu 2:00pm - 6:00pm,Wilsdorf Hall 301
We 2:00pm - 6:00pm,Wilsdorf Hall 301
Th 2:00pm - 6:00pm,Wilsdorf Hall 301
MoWeFr 10:00am - 10:50am,Thornton Hall D223
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
MoWeFr 10:00am - 10:50am,Thornton Hall D223
MoWe 2:00pm - 3:15pm,Chemical Engineering Bldg 005
MoWeFr 11:00am - 11:50am,Thornton Hall D222
TuTh 12:30pm - 1:45pm,Thornton Hall D115
TBA,TBA
TuTh 9:30am - 10:45am,Jesser Hall 171
TuTh 3:30pm - 4:45pm,Chemical Engineering Bldg 005
TBA,TBA
MoWe 9:30am - 10:45am,Thornton Hall D222
MoWe 3:30pm - 4:45pm,Jesser Hall 171
TuTh 11:00am - 12:15pm,Chemical Engineering Bldg 005
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
Tu 9:30am - 10:45am,Chemistry Bldg 402
Th 9:30am - 10:45am,Chemistry Bldg 217
Fr 8:00am - 9:15am,Chemistry Bldg 217
Fr 12:30pm - 1:45pm,Chemistry Bldg 217
Mo 2:00pm - 3:15pm,Chemistry Bldg 402
We 12:30pm - 1:45pm,Chemistry Bldg 217
We 5:00pm - 6:15pm,Chemistry Bldg 217
Th 3:30pm - 4:45pm,Chemistry Bldg 217
Tu 8:00am - 9:15am,Minor Hall 125
Fr 9:30am - 10:45am,Chemistry Bldg 217
Fr 2:00pm - 3:15pm,Chemistry Bldg 217
Mo 3:30pm - 4:45pm,Chemistry Bldg 402
We 3:30pm - 4:45pm,Chemistry Bldg 217
We 6:30pm - 7:45pm,Chemistry Bldg 217
Th 2:00pm - 3:15pm,Chemistry Bldg 217
Th 5:00pm - 6:15pm,Chemistry Bldg 217
Tu 12:30pm - 1:45pm,McLeod Hall 1020
Th 12:30pm - 1:45pm,Chemistry Bldg 217
Th 6:30pm - 7:45pm,Chemistry Bldg 217
Fr 11:00am - 12:15pm,Chemistry Bldg 217
Fr 3:30pm - 4:45pm,Chemistry Bldg 217
Mo 2:00pm - 5:00pm,Chemistry Bldg Room 338
Mo 2:00pm - 5:00pm,Chemistry Bldg Room 338
Mo 2:00pm - 5:00pm,Chemistry Bldg 344
Mo 2:00pm - 5:00pm,Chemistry Bldg 344
Mo 2:00pm - 5:00pm,Chemistry Blds Room 346
Mo 2:00pm - 5:00pm,Chemistry Blds Room 346
Mo 2:00pm - 5:00pm,Chemistry Bldg Room 354
Mo 2:00pm - 5:00pm,Chemistry Bldg Room 354
Mo 2:00pm - 5:00pm,Chemistry Building Room 358
Mo 2:00pm - 5:00pm,Chemistry Building Room 358
Tu 9:30am - 12:30pm,Chemistry Bldg Room 338
Tu 9:30am - 12:30pm,Chemistry Bldg 344
Tu 9:30am - 12:30pm,Chemistry Bldg 344
Tu 9:30am - 12:30pm,Chemistry Blds Room 346
Tu 9:30am - 12:30pm,Chemistry Blds Room 346
Tu 9:30am - 12:30pm,Chemistry Bldg Room 354
Tu 9:30am - 12:30pm,Chemistry Bldg Room 354
Tu 9:30am - 12:30pm,Chemistry Building Room 358
Tu 9:30am - 12:30pm,Chemistry Building Room 358
Tu 2:00pm - 5:00pm,Chemistry Bldg Room 338
Tu 2:00pm - 5:00pm,Chemistry Bldg Room 338
Tu 2:00pm - 5:00pm,Chemistry Bldg 344
Tu 2:00pm - 5:00pm,Chemistry Bldg 344
Tu 2:00pm - 5:00pm,Chemistry Blds Room 346
Tu 2:00pm - 5:00pm,Chemistry Blds Room 346
Tu 2:00pm - 5:00pm,Chemistry Bldg Room 354
Tu 2:00pm - 5:00pm,Chemistry Bldg Room 354
Tu 2:00pm - 5:00pm,Chemistry Building Room 358
Tu 2:00pm - 5:00pm,Chemistry Building Room 358
We 9:00am - 12:00pm,Chemistry Bldg 344
We 9:00am - 12:00pm,Chemistry Bldg 344
We 9:00am - 12:00pm,Chemistry Blds Room 346
We 9:00am - 12:00pm,Chemistry Blds Room 346
We 9:00am - 12:00pm,Chemistry Bldg Room 354
We 9:00am - 12:00pm,Chemistry Bldg Room 354
We 9:00am - 12:00pm,Chemistry Building Room 358
We 9:00am - 12:00pm,Chemistry Building Room 358
We 2:00pm - 5:00pm,Chemistry Bldg Room 338
We 2:00pm - 5:00pm,Chemistry Bldg Room 338
We 2:00pm - 5:00pm,Chemistry Bldg 344
We 2:00pm - 5:00pm,Chemistry Bldg 344
We 2:00pm - 5:00pm,Chemistry Blds Room 346
We 2:00pm - 5:00pm,Chemistry Blds Room 346
We 2:00pm - 5:00pm,Chemistry Bldg Room 354
We 2:00pm - 5:00pm,Chemistry Bldg Room 354
We 2:00pm - 5:00pm,Chemistry Building Room 358
We 2:00pm - 5:00pm,Chemistry Building Room 358
Th 9:30am - 12:30pm,Chemistry Bldg 344
Th 9:30am - 12:30pm,Chemistry Bldg 344
Th 9:30am - 12:30pm,Chemistry Blds Room 346
Th 9:30am - 12:30pm,Chemistry Blds Room 346
Th 9:30am - 12:30pm,Chemistry Bldg Room 354
Th 9:30am - 12:30pm,Chemistry Bldg Room 354
Th 9:30am - 12:30pm,Chemistry Building Room 358
Th 9:30am - 12:30pm,Chemistry Building Room 358
Th 2:00pm - 5:00pm,Chemistry Bldg 344
Th 2:00pm - 5:00pm,Chemistry Bldg 344
Th 2:00pm - 5:00pm,Chemistry Blds Room 346
Th 2:00pm - 5:00pm,Chemistry Blds Room 346
Th 2:00pm - 5:00pm,Chemistry Bldg Room 354
Th 2:00pm - 5:00pm,Chemistry Bldg Room 354
Th 2:00pm - 5:00pm,Chemistry Building Room 358
Th 2:00pm - 5:00pm,Chemistry Building Room 358
Fr 2:00pm - 5:00pm,Chemistry Bldg 344
Fr 2:00pm - 5:00pm,Chemistry Bldg 344
Fr 2:00pm - 5:00pm,Chemistry Blds Room 346
Fr 2:00pm - 5:00pm,Chemistry Blds Room 346
Fr 2:00pm - 5:00pm,Chemistry Bldg Room 354
Fr 2:00pm - 5:00pm,Chemistry Bldg Room 354
Fr 2:00pm - 5:00pm,Chemistry Building Room 358
Fr 2:00pm - 5:00pm,Chemistry Building Room 358
TuTh 9:30am - 10:45am,Dell 1 105
TuTh 8:00am - 9:15am,Clark Hall 107
Tu 7:00pm - 10:00pm,Clark Hall 107
We 9:00am - 12:30pm,Chemistry Bldg Room 338
Th 9:30am - 1:00pm,Chemistry Bldg Room 338
Th 2:00pm - 5:30pm,Chemistry Bldg Room 338
Fr 2:00pm - 5:30pm,Chemistry Bldg Room 338
Mo 9:00am - 12:00pm,Chemistry Bldg Room 444
Mo 9:00am - 12:00pm,Chemistry Bldg Room 446
Mo 2:00pm - 5:00pm,Chemistry Bldg Room 444
Mo 2:00pm - 5:00pm,Chemistry Bldg Room 446
Tu 9:30am - 12:30pm,Chemistry Bldg Room 444
Tu 9:30am - 12:30pm,Chemistry Bldg Room 446
Tu 2:00pm - 5:00pm,Chemistry Bldg Room 444
Tu 2:00pm - 5:00pm,Chemistry Bldg Room 446
We 9:00am - 12:00pm,Chemistry Bldg Room 444
We 9:00am - 12:00pm,Chemistry Bldg Room 446
We 2:00pm - 5:00pm,Chemistry Bldg Room 444
We 2:00pm - 5:00pm,Chemistry Bldg Room 446
Th 9:30am - 12:30pm,Chemistry Bldg Room 444
Th 9:30am - 12:30pm,Chemistry Bldg Room 446
Th 2:00pm - 5:00pm,Chemistry Bldg Room 444
Th 2:00pm - 5:00pm,Chemistry Bldg Room 446
Fr 9:00am - 12:00pm,Chemistry Bldg Room 444
Fr 9:00am - 12:00pm,Chemistry Bldg Room 446
Fr 2:00pm - 5:00pm,Chemistry Bldg Room 444
Fr 2:00pm - 5:00pm,Chemistry Bldg Room 446
MoWeFr 10:00am - 10:50am,Chemistry Bldg 402
Tu 6:30pm - 8:30pm,Chemistry Bldg 402
MoWeFr 1:00pm - 1:50pm,Wilson Hall 325
Tu 6:30pm - 8:30pm,Gilmer Hall 390
TuTh 5:00pm - 6:15pm,Gilmer Hall 390
We 7:00pm - 9:30pm,Clark Hall 107
TuTh 2:00pm - 3:15pm,Nau Hall 101
We 6:30pm - 8:30pm,Wilson Hall 402
Tu 11:00am - 12:15pm,Chemistry Bldg 206
Fr 2:00pm - 2:50pm,Minor Hall 125
Mo 8:00am - 12:00pm,Chemistry Bldg Room 454
Mo 2:00pm - 6:00pm,Chemistry Bldg Room 454
Tu 8:30am - 12:30pm,Chemistry Bldg Room 454
Tu 2:00pm - 6:00pm,Chemistry Bldg Room 454
We 8:00am - 12:00pm,Chemistry Bldg Room 454
We 2:00pm - 6:00pm,Chemistry Bldg Room 454
Th 8:30am - 12:30pm,Chemistry Bldg Room 454
Th 2:00pm - 6:00pm,Chemistry Bldg Room 454
Fr 8:00am - 12:00pm,Chemistry Bldg Room 454
TuTh 8:00am - 9:15am,Chemistry Bldg 217
Th 3:30pm - 5:30pm,Ridley Hall G004
Th 11:00am - 12:15pm,Chemistry Bldg 217
Mo 2:00pm - 6:00pm,Chemistry Bldg 458
Tu 2:00pm - 6:00pm,Chemistry Bldg 458
We 2:00pm - 6:00pm,Chemistry Bldg 458
Fr 2:00pm - 6:00pm,Chemistry Bldg 458
MoWeFr 1:00pm - 1:50pm,Gilmer Hall 390
Mo 6:15pm - 7:30pm,Chemistry Bldg 217
MoWeFr 1:00pm - 1:50pm,Clark Hall 108
Tu 6:00pm - 7:30pm,Wilson Hall 402
MoWeFr 1:00pm - 1:50pm,Clark Hall 108
Tu 6:00pm - 7:30pm,Wilson Hall 402
Mo 12:00pm - 12:50pm,Dell 1 105
Tu 2:00pm - 6:00pm,Chemistry Bldg 434
